"AvailabilityZone","InstanceType","Price","ProductDescription","Timestamp"
"ca-central-1b","t3.xlarge","0.055300","Linux/UNIX","5/30/19 9:57:14 AM"
"ca-central-1a","t3.xlarge","0.055300","Linux/UNIX","5/30/19 9:57:14 AM"
"ca-central-1b","t3.small","0.006900","Linux/UNIX","5/30/19 9:47:49 AM"
"ca-central-1a","t3.small","0.006900","Linux/UNIX","5/30/19 9:47:49 AM"
"ca-central-1b","t3.small","0.025300","Windows","5/30/19 9:47:15 AM"
"ca-central-1a","t3.small","0.025300","Windows","5/30/19 9:47:15 AM"
"ca-central-1b","r5d.large","0.123800","Windows","5/30/19 9:46:30 AM"
"ca-central-1a","r5d.large","0.123800","Windows","5/30/19 9:46:30 AM"
"ca-central-1b","t3.medium","0.013900","Linux/UNIX","5/30/19 9:45:54 AM"
"ca-central-1a","t3.medium","0.013900","Linux/UNIX","5/30/19 9:45:54 AM"
"ca-central-1b","t3.medium","0.032300","Windows","5/30/19 9:45:54 AM"
"ca-central-1a","t3.medium","0.032300","Windows","5/30/19 9:45:54 AM"
"ca-central-1b","r5d.large","0.031800","Linux/UNIX","5/30/19 9:45:43 AM"
"ca-central-1a","r5d.large","0.031800","Linux/UNIX","5/30/19 9:45:43 AM"
"ca-central-1b","m5d.4xlarge","0.242800","Linux/UNIX","5/30/19 9:45:36 AM"
"ca-central-1a","m5d.4xlarge","0.242800","Linux/UNIX","5/30/19 9:45:36 AM"
"ca-central-1b","m5d.4xlarge","0.978800","Windows","5/30/19 9:45:36 AM"
"ca-central-1a","m5d.4xlarge","0.978800","Windows","5/30/19 9:45:36 AM"
"ca-central-1b","t2.micro","0.008400","Windows","5/30/19 9:45:28 AM"
"ca-central-1a","t2.micro","0.008400","Windows","5/30/19 9:45:28 AM"
"ca-central-1b","t2.micro","0.003800","Linux/UNIX","5/30/19 9:45:28 AM"
"ca-central-1a","t2.micro","0.003800","Linux/UNIX","5/30/19 9:45:28 AM"
"ca-central-1b","r5d.4xlarge","0.265000","Linux/UNIX","5/30/19 9:39:37 AM"
"ca-central-1b","m5.large","0.122400","Windows","5/30/19 8:57:46 AM"
"ca-central-1a","m5.large","0.122400","Windows","5/30/19 8:57:46 AM"
"ca-central-1a","r5d.4xlarge","0.994300","Windows","5/30/19 8:57:30 AM"
"ca-central-1b","m5.large","0.030400","Linux/UNIX","5/30/19 8:57:16 AM"
"ca-central-1a","m5.large","0.030400","Linux/UNIX","5/30/19 8:57:16 AM"
"ca-central-1b","r5d.2xlarge","0.495200","Windows","5/30/19 8:57:14 AM"
"ca-central-1a","r5d.2xlarge","0.495200","Windows","5/30/19 8:57:14 AM"
"ca-central-1b","r5d.2xlarge","0.127200","Linux/UNIX","5/30/19 8:57:14 AM"
"ca-central-1a","r5d.2xlarge","0.127200","Linux/UNIX","5/30/19 8:57:14 AM"
"ca-central-1b","m5.24xlarge","5.873100","Windows","5/30/19 8:46:06 AM"
"ca-central-1a","m5.24xlarge","5.873100","Windows","5/30/19 8:46:06 AM"
"ca-central-1b","t2.2xlarge","0.122900","Linux/UNIX","5/30/19 8:46:06 AM"
"ca-central-1a","t2.2xlarge","0.122900","Linux/UNIX","5/30/19 8:46:06 AM"
"ca-central-1b","t2.2xlarge","0.184900","Windows","5/30/19 8:46:00 AM"
"ca-central-1a","t2.2xlarge","0.184900","Windows","5/30/19 8:46:00 AM"
"ca-central-1b","m5.24xlarge","1.457100","Linux/UNIX","5/30/19 8:45:28 AM"
"ca-central-1a","m5.24xlarge","1.457100","Linux/UNIX","5/30/19 8:45:28 AM"
"ca-central-1b","c5.18xlarge","4.352800","Windows","5/30/19 8:45:18 AM"
"ca-central-1a","c5.18xlarge","4.352800","Windows","5/30/19 8:45:18 AM"
"ca-central-1b","c5.18xlarge","1.040800","Linux/UNIX","5/30/19 8:45:18 AM"
"ca-central-1a","c5.18xlarge","1.040800","Linux/UNIX","5/30/19 8:45:18 AM"
"ca-central-1b","r5d.24xlarge","1.526500","Linux/UNIX","5/30/19 8:40:22 AM"
"ca-central-1b","c4.xlarge","0.239100","Windows","5/30/19 7:57:14 AM"
"ca-central-1a","c4.xlarge","0.239100","Windows","5/30/19 7:57:14 AM"
"ca-central-1b","c4.xlarge","0.055100","Linux/UNIX","5/30/19 7:57:14 AM"
"ca-central-1a","c4.xlarge","0.055100","Linux/UNIX","5/30/19 7:57:14 AM"
"ca-central-1b","m5d.xlarge","0.060700","Linux/UNIX","5/30/19 7:46:48 AM"
